time,id,x,y,angle,type,speed,pos,lane,slope
122.00,47,102.01,395.35,4.71,DEFAULT_VEHTYPE,4.78,2.59,:B4_3_0,0.00
122.00,49,298.40,220.86,180.00,DEFAULT_VEHTYPE,0.00,71.94,D3D2_0,0.00
122.00,50,191.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B2C2_0,0.00
122.00,51,230.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,62.10,D3C3_0,0.00
122.00,54,291.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,C3D3_0,0.00
122.00,55,99.68,198.93,339.69,DEFAULT_VEHTYPE,2.59,2.49,:B2_20_0,0.00
122.00,56,198.40,88.65,180.00,DEFAULT_VEHTYPE,11.35,4.15,C1C0_0,0.00
122.00,59,208.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,D3C3_0,0.00
122.00,60,208.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,D2C2_0,0.00
122.00,61,215.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,D3C3_0,0.00
122.00,62,84.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,A3B3_0,0.00
122.00,64,310.58,398.40,87.37,DEFAULT_VEHTYPE,4.89,3.38,D4E4_0,0.00
122.00,66,359.20,298.40,90.00,DEFAULT_VEHTYPE,11.94,52.00,D3E3_0,0.00
122.00,67,91.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,A3B3_0,0.00
122.00,68,76.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,69.60,A3B3_0,0.00
122.00,69,215.70,201.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,D2C2_0,0.00
122.00,70,191.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B3C3_0,0.00
122.00,71,375.71,98.40,90.00,DEFAULT_VEHTYPE,13.06,68.51,D1E1_0,0.00
122.00,72,61.28,101.60,270.00,DEFAULT_VEHTYPE,11.68,31.52,B1A1_0,0.00
122.00,73,291.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,C2D2_0,0.00
122.00,74,101.60,117.60,0.00,DEFAULT_VEHTYPE,9.11,10.40,B1B2_0,0.00
122.00,77,98.40,129.78,180.00,DEFAULT_VEHTYPE,12.50,63.02,B2B1_0,0.00
122.00,80,219.99,-1.60,90.00,DEFAULT_VEHTYPE,10.32,12.79,C0D0_0,0.00
122.00,81,184.29,198.40,90.00,DEFAULT_VEHTYPE,0.01,77.09,B2C2_0,0.00
122.00,82,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E2D2_0,0.00
122.00,83,176.08,198.40,90.00,DEFAULT_VEHTYPE,5.03,68.88,B2C2_0,0.00
122.00,84,69.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,62.10,A3B3_0,0.00
122.00,85,308.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E3D3_0,0.00
122.00,86,301.60,201.17,0.00,DEFAULT_VEHTYPE,13.47,8.37,:D2_9_0,0.00
122.00,87,98.40,175.53,180.00,DEFAULT_VEHTYPE,14.31,17.27,B2B1_0,0.00
122.00,88,91.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,A2B2_0,0.00
122.00,89,211.88,98.40,89.49,DEFAULT_VEHTYPE,6.33,4.68,C1D1_0,0.00
122.00,9,40.43,1.60,270.00,DEFAULT_VEHTYPE,10.81,52.37,B0A0_0,0.00
122.00,90,298.40,228.36,180.00,DEFAULT_VEHTYPE,0.00,64.44,D3D2_0,0.00
122.00,91,58.79,401.60,270.00,DEFAULT_VEHTYPE,11.97,34.01,B4A4_0,0.00
122.00,92,140.49,201.60,270.00,DEFAULT_VEHTYPE,10.96,52.31,C2B2_0,0.00
122.00,93,108.07,101.60,270.00,DEFAULT_VEHTYPE,3.27,84.73,C1B1_0,0.00
122.00,94,201.60,41.00,0.00,DEFAULT_VEHTYPE,12.27,33.80,C0C1_0,0.00
122.00,95,109.82,1.60,270.00,DEFAULT_VEHTYPE,10.32,82.98,C0B0_0,0.00
122.00,96,236.87,198.40,90.00,DEFAULT_VEHTYPE,10.98,29.67,C2D2_0,0.00
122.00,97,200.27,1.16,160.19,DEFAULT_VEHTYPE,4.16,6.45,:C0_1_0,0.00
122.00,98,198.40,328.03,180.00,DEFAULT_VEHTYPE,14.55,64.77,C4C3_0,0.00
122.00,99,398.40,110.41,180.00,DEFAULT_VEHTYPE,14.16,82.39,E2E1_0,0.00
123.00,14,236.48,398.40,90.00,DEFAULT_VEHTYPE,11.54,29.28,C4D4_0,0.00
123.00,15,299.14,206.08,171.15,DEFAULT_VEHTYPE,0.00,1.34,:D2_3_0,0.00
123.00,22,101.60,191.38,0.00,DEFAULT_VEHTYPE,2.14,84.18,B1B2_0,0.00
123.00,24,223.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,69.60,D3C3_0,0.00
123.00,26,184.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,B3C3_0,0.00
123.00,31,298.40,213.36,180.00,DEFAULT_VEHTYPE,0.00,79.44,D3D2_0,0.00
123.00,33,-1.60,73.80,180.00,DEFAULT_VEHTYPE,10.55,19.00,A1A0_0,0.00
123.00,35,315.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,E3D3_0,0.00
123.00,36,98.40,271.93,180.00,DEFAULT_VEHTYPE,8.10,20.87,B3B2_0,0.00
123.00,40,108.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,C2B2_0,0.00
123.00,47,105.92,398.22,54.40,DEFAULT_VEHTYPE,5.14,7.73,:B4_3_0,0.00
123.00,49,298.40,220.86,180.00,DEFAULT_VEHTYPE,0.00,71.94,D3D2_0,0.00
123.00,50,191.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B2C2_0,0.00
123.00,51,230.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,62.10,D3C3_0,0.00
123.00,54,291.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,C3D3_0,0.00
123.00,55,95.44,201.22,298.52,DEFAULT_VEHTYPE,4.98,7.46,:B2_20_0,0.00
123.00,56,198.40,77.03,180.00,DEFAULT_VEHTYPE,11.61,15.77,C1C0_0,0.00
123.00,59,208.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,D3C3_0,0.00
123.00,60,208.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,D2C2_0,0.00
123.00,61,215.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,D3C3_0,0.00
123.00,62,84.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,A3B3_0,0.00
123.00,64,317.82,398.40,90.00,DEFAULT_VEHTYPE,7.23,10.62,D4E4_0,0.00
123.00,66,371.24,298.40,90.00,DEFAULT_VEHTYPE,12.04,64.04,D3E3_0,0.00
123.00,67,91.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,A3B3_0,0.00
123.00,68,76.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,69.60,A3B3_0,0.00
123.00,69,215.70,201.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,D2C2_0,0.00
123.00,70,191.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B3C3_0,0.00
123.00,71,385.53,98.40,90.00,DEFAULT_VEHTYPE,9.82,78.33,D1E1_0,0.00
123.00,72,49.36,101.60,270.00,DEFAULT_VEHTYPE,11.93,43.44,B1A1_0,0.00
123.00,73,291.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,C2D2_0,0.00
123.00,74,101.60,128.71,0.00,DEFAULT_VEHTYPE,11.11,21.51,B1B2_0,0.00
123.00,77,98.40,116.29,180.00,DEFAULT_VEHTYPE,13.48,76.51,B2B1_0,0.00
123.00,80,232.51,-1.60,90.00,DEFAULT_VEHTYPE,12.52,25.31,C0D0_0,0.00
123.00,81,184.30,198.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,B2C2_0,0.00
123.00,82,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E2D2_0,0.00
123.00,83,176.61,198.40,90.00,DEFAULT_VEHTYPE,0.53,69.41,B2C2_0,0.00
123.00,84,69.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,62.10,A3B3_0,0.00
123.00,85,308.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E3D3_0,0.00
123.00,86,301.60,214.34,0.00,DEFAULT_VEHTYPE,13.17,7.14,D2D3_0,0.00
123.00,87,98.40,161.29,180.00,DEFAULT_VEHTYPE,14.24,31.51,B2B1_0,0.00
123.00,88,91.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,A2B2_0,0.00
123.00,89,219.90,98.40,90.00,DEFAULT_VEHTYPE,8.02,12.70,C1D1_0,0.00
123.00,9,28.83,1.60,270.00,DEFAULT_VEHTYPE,11.60,63.97,B0A0_0,0.00
123.00,90,298.40,228.36,180.00,DEFAULT_VEHTYPE,0.00,64.44,D3D2_0,0.00
123.00,91,47.29,401.60,270.00,DEFAULT_VEHTYPE,11.50,45.51,B4A4_0,0.00
123.00,92,129.21,201.60,270.00,DEFAULT_VEHTYPE,11.28,63.59,C2B2_0,0.00
123.00,93,105.67,99.87,246.88,DEFAULT_VEHTYPE,3.35,2.48,:B1_7_0,0.00
123.00,94,201.60,55.50,0.00,DEFAULT_VEHTYPE,14.51,48.30,C0C1_0,0.00
123.00,95,104.09,2.35,278.74,DEFAULT_VEHTYPE,5.86,3.25,:B0_3_0,0.00
123.00,96,249.64,198.40,90.00,DEFAULT_VEHTYPE,12.77,42.44,C2D2_0,0.00
123.00,97,205.32,-1.33,111.93,DEFAULT_VEHTYPE,5.84,12.29,:C0_1_0,0.00
123.00,98,198.40,313.12,180.00,DEFAULT_VEHTYPE,14.92,79.68,C4C3_0,0.00
123.00,99,398.40,96.06,180.00,DEFAULT_VEHTYPE,14.35,11.14,:E1_1_0,0.00
124.00,14,250.08,398.40,90.00,DEFAULT_VEHTYPE,13.60,42.88,C4D4_0,0.00
124.00,15,300.65,205.93,144.91,DEFAULT_VEHTYPE,1.73,1.62,:D2_17_0,0.00
124.00,24,223.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,69.60,D3C3_0,0.00
124.00,26,184.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,B3C3_0,0.00
124.00,31,298.40,213.36,180.00,DEFAULT_VEHTYPE,0.00,79.44,D3D2_0,0.00
124.00,33,-1.60,61.03,180.00,DEFAULT_VEHTYPE,12.77,31.77,A1A0_0,0.00
124.00,35,315.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,E3D3_0,0.00
124.00,36,98.40,262.50,180.00,DEFAULT_VEHTYPE,9.43,30.30,B3B2_0,0.00
124.00,40,108.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,C2B2_0,0.00
124.00,47,111.05,398.40,88.13,DEFAULT_VEHTYPE,5.15,3.85,B4C4_0,0.00
124.00,49,298.40,220.86,180.00,DEFAULT_VEHTYPE,0.00,71.94,D3D2_0,0.00
124.00,50,191.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B2C2_0,0.00
124.00,51,230.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,62.10,D3C3_0,0.00
124.00,54,291.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,C3D3_0,0.00
124.00,55,88.97,201.60,271.90,DEFAULT_VEHTYPE,6.50,3.83,B2A2_0,0.00
124.00,56,198.40,65.05,180.00,DEFAULT_VEHTYPE,11.99,27.75,C1C0_0,0.00
124.00,59,208.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,D3C3_0,0.00
124.00,60,208.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,D2C2_0,0.00
124.00,61,215.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,D3C3_0,0.00
124.00,62,84.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,A3B3_0,0.00
124.00,64,326.65,398.40,90.00,DEFAULT_VEHTYPE,8.83,19.45,D4E4_0,0.00
124.00,66,382.61,298.40,90.00,DEFAULT_VEHTYPE,11.37,75.41,D3E3_0,0.00
124.00,67,91.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,A3B3_0,0.00
124.00,68,76.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,69.60,A3B3_0,0.00
124.00,69,215.70,201.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,D2C2_0,0.00
124.00,70,191.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B3C3_0,0.00
124.00,71,390.85,98.40,90.00,DEFAULT_VEHTYPE,5.32,83.65,D1E1_0,0.00
124.00,72,36.90,101.60,270.00,DEFAULT_VEHTYPE,12.46,55.90,B1A1_0,0.00
124.00,73,291.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,C2D2_0,0.00
124.00,74,101.60,141.79,0.00,DEFAULT_VEHTYPE,13.08,34.59,B1B2_0,0.00
124.00,77,98.40,103.85,180.00,DEFAULT_VEHTYPE,12.44,3.35,:B1_1_0,0.00
124.00,80,245.77,-1.60,90.00,DEFAULT_VEHTYPE,13.26,38.57,C0D0_0,0.00
124.00,81,184.30,198.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,B2C2_0,0.00
124.00,82,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E2D2_0,0.00
124.00,83,176.78,198.40,90.00,DEFAULT_VEHTYPE,0.17,69.58,B2C2_0,0.00
124.00,84,69.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,62.10,A3B3_0,0.00
124.00,85,308.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E3D3_0,0.00
124.00,86,301.60,227.50,0.00,DEFAULT_VEHTYPE,13.16,20.30,D2D3_0,0.00
124.00,87,98.40,147.88,180.00,DEFAULT_VEHTYPE,13.41,44.92,B2B1_0,0.00
124.00,88,91.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,A2B2_0,0.00
124.00,89,229.36,98.40,90.00,DEFAULT_VEHTYPE,9.46,22.16,C1D1_0,0.00
124.00,9,17.11,1.60,270.00,DEFAULT_VEHTYPE,11.72,75.69,B0A0_0,0.00
124.00,90,298.40,228.36,180.00,DEFAULT_VEHTYPE,0.00,64.44,D3D2_0,0.00
124.00,91,34.96,401.60,270.00,DEFAULT_VEHTYPE,12.33,57.84,B4A4_0,0.00
124.00,92,121.45,201.60,270.00,DEFAULT_VEHTYPE,7.76,71.35,C2B2_0,0.00
124.00,93,108.20,98.40,151.25,DEFAULT_VEHTYPE,3.19,1.00,B1C1_0,0.00
124.00,94,201.60,70.25,0.00,DEFAULT_VEHTYPE,14.74,63.05,C0C1_0,0.00
124.00,95,101.60,7.36,339.68,DEFAULT_VEHTYPE,5.94,0.16,B0B1_0,0.00
124.00,96,263.46,198.40,90.00,DEFAULT_VEHTYPE,13.82,56.26,C2D2_0,0.00
124.00,97,211.96,-1.60,90.40,DEFAULT_VEHTYPE,6.66,4.76,C0D0_0,0.00
124.00,98,198.40,297.86,180.00,DEFAULT_VEHTYPE,15.25,9.34,:C3_1_0,0.00
124.00,99,398.40,81.70,180.00,DEFAULT_VEHTYPE,14.37,11.10,E1E0_0,0.00
125.00,14,263.09,398.40,90.00,DEFAULT_VEHTYPE,13.01,55.89,C4D4_0,0.00
125.00,15,301.60,208.44,53.55,DEFAULT_VEHTYPE,2.84,1.24,D2D3_0,0.00
125.00,24,223.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,69.60,D3C3_0,0.00
125.00,26,184.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,B3C3_0,0.00
125.00,31,298.40,212.43,180.00,DEFAULT_VEHTYPE,0.93,80.37,D3D2_0,0.00
125.00,33,-1.60,46.15,180.00,DEFAULT_VEHTYPE,14.89,46.65,A1A0_0,0.00
125.00,35,315.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,E3D3_0,0.00
125.00,36,98.40,251.63,180.00,DEFAULT_VEHTYPE,10.87,41.17,B3B2_0,0.00
125.00,40,108.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,C2B2_0,0.00
125.00,47,118.69,398.40,90.00,DEFAULT_VEHTYPE,7.64,11.49,B4C4_0,0.00
125.00,49,298.40,220.86,180.00,DEFAULT_VEHTYPE,0.00,71.94,D3D2_0,0.00
125.00,50,191.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B2C2_0,0.00
125.00,51,230.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,62.10,D3C3_0,0.00
125.00,54,291.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,C3D3_0,0.00
125.00,55,80.56,201.60,270.00,DEFAULT_VEHTYPE,8.41,12.24,B2A2_0,0.00
125.00,56,198.40,52.66,180.00,DEFAULT_VEHTYPE,12.39,40.14,C1C0_0,0.00
125.00,59,208.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,D3C3_0,0.00
125.00,60,208.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,D2C2_0,0.00
125.00,61,215.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,D3C3_0,0.00
125.00,62,84.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,A3B3_0,0.00
125.00,64,336.78,398.40,90.00,DEFAULT_VEHTYPE,10.14,29.58,D4E4_0,0.00
125.00,66,389.67,298.40,90.00,DEFAULT_VEHTYPE,7.07,82.47,D3E3_0,0.00
125.00,67,91.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,A3B3_0,0.00
125.00,68,76.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,69.60,A3B3_0,0.00
125.00,69,215.70,201.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,D2C2_0,0.00
125.00,70,191.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B3C3_0,0.00
125.00,71,393.22,98.68,86.77,DEFAULT_VEHTYPE,2.45,0.50,:E1_8_0,0.00
125.00,72,24.51,101.60,270.00,DEFAULT_VEHTYPE,12.39,68.29,B1A1_0,0.00
125.00,73,291.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,C2D2_0,0.00
125.00,74,101.60,154.76,0.00,DEFAULT_VEHTYPE,12.98,47.56,B1B2_0,0.00
125.00,77,98.40,91.14,180.00,DEFAULT_VEHTYPE,12.71,1.66,B1B0_0,0.00
125.00,80,259.88,-1.60,90.00,DEFAULT_VEHTYPE,14.11,52.68,C0D0_0,0.00
125.00,81,184.30,198.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,B2C2_0,0.00
125.00,82,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E2D2_0,0.00
125.00,83,176.79,198.40,90.00,DEFAULT_VEHTYPE,0.01,69.59,B2C2_0,0.00
125.00,84,69.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,62.10,A3B3_0,0.00
125.00,85,308.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E3D3_0,0.00
125.00,86,301.60,240.61,0.00,DEFAULT_VEHTYPE,13.10,33.41,D2D3_0,0.00
125.00,87,98.40,134.59,180.00,DEFAULT_VEHTYPE,13.28,58.21,B2B1_0,0.00
125.00,88,91.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,A2B2_0,0.00
125.00,89,240.92,98.40,90.00,DEFAULT_VEHTYPE,11.56,33.72,C1D1_0,0.00
125.00,9,8.17,1.60,270.00,DEFAULT_VEHTYPE,8.93,84.63,B0A0_0,0.00
125.00,90,298.40,228.36,180.00,DEFAULT_VEHTYPE,0.00,64.44,D3D2_0,0.00
125.00,91,23.24,401.60,270.00,DEFAULT_VEHTYPE,11.72,69.56,B4A4_0,0.00
125.00,92,116.51,201.60,270.00,DEFAULT_VEHTYPE,4.94,76.29,C2B2_0,0.00
125.00,93,112.88,98.40,90.00,DEFAULT_VEHTYPE,4.68,5.68,B1C1_0,0.00
125.00,94,201.60,81.63,0.00,DEFAULT_VEHTYPE,11.38,74.43,C0C1_0,0.00
125.00,95,101.60,15.34,0.00,DEFAULT_VEHTYPE,7.98,8.14,B0B1_0,0.00
125.00,96,274.68,198.40,90.00,DEFAULT_VEHTYPE,11.22,67.48,C2D2_0,0.00
125.00,97,221.01,-1.60,90.00,DEFAULT_VEHTYPE,9.05,13.81,C0D0_0,0.00
125.00,98,198.40,282.89,180.00,DEFAULT_VEHTYPE,14.98,9.91,C3C2_0,0.00
125.00,99,398.40,66.58,180.00,DEFAULT_VEHTYPE,15.12,26.22,E1E0_0,0.00
126.00,14,275.66,398.40,90.00,DEFAULT_VEHTYPE,12.58,68.46,C4D4_0,0.00
126.00,15,301.60,213.85,0.00,DEFAULT_VEHTYPE,5.41,6.65,D2D3_0,0.00
126.00,24,223.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,69.60,D3C3_0,0.00
126.00,26,184.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,B3C3_0,0.00
126.00,31,298.40,209.66,180.00,DEFAULT_VEHTYPE,2.78,83.14,D3D2_0,0.00
126.00,33,-1.60,30.48,180.00,DEFAULT_VEHTYPE,15.66,62.32,A1A0_0,0.00
126.00,35,315.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,E3D3_0,0.00
126.00,36,98.40,238.52,180.00,DEFAULT_VEHTYPE,13.11,54.28,B3B2_0,0.00
126.00,40,108.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,C2B2_0,0.00
126.00,47,127.72,398.40,90.00,DEFAULT_VEHTYPE,9.03,20.52,B4C4_0,0.00
126.00,49,298.40,220.11,180.00,DEFAULT_VEHTYPE,0.76,72.69,D3D2_0,0.00
126.00,50,191.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B2C2_0,0.00
126.00,51,230.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,62.10,D3C3_0,0.00
126.00,54,291.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,C3D3_0,0.00
126.00,55,70.29,201.60,270.00,DEFAULT_VEHTYPE,10.28,22.51,B2A2_0,0.00
126.00,56,198.40,40.23,180.00,DEFAULT_VEHTYPE,12.43,52.57,C1C0_0,0.00
126.00,59,208.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,D3C3_0,0.00
126.00,60,208.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,D2C2_0,0.00
126.00,61,215.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,D3C3_0,0.00
126.00,62,84.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,A3B3_0,0.00
126.00,64,348.79,398.40,90.00,DEFAULT_VEHTYPE,12.01,41.59,D4E4_0,0.00
126.00,66,392.88,298.46,89.36,DEFAULT_VEHTYPE,3.23,0.10,:E3_8_0,0.00
126.00,67,91.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,A3B3_0,0.00
126.00,68,76.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,69.60,A3B3_0,0.00
126.00,69,215.70,201.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,D2C2_0,0.00
126.00,70,191.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B3C3_0,0.00
126.00,71,394.10,100.59,56.50,DEFAULT_VEHTYPE,2.50,3.00,:E1_8_0,0.00
126.00,72,12.16,101.60,270.00,DEFAULT_VEHTYPE,12.35,80.64,B1A1_0,0.00
126.00,73,291.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,C2D2_0,0.00
126.00,74,101.60,167.44,0.00,DEFAULT_VEHTYPE,12.68,60.24,B1B2_0,0.00
126.00,77,98.40,78.42,180.00,DEFAULT_VEHTYPE,12.73,14.38,B1B0_0,0.00
126.00,80,274.15,-1.60,90.00,DEFAULT_VEHTYPE,14.27,66.95,C0D0_0,0.00
126.00,81,184.30,198.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,B2C2_0,0.00
126.00,82,308.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E2D2_0,0.00
126.00,83,176.80,198.40,90.00,DEFAULT_VEHTYPE,0.01,69.60,B2C2_0,0.00
126.00,84,69.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,62.10,A3B3_0,0.00
126.00,85,308.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,E3D3_0,0.00
126.00,86,301.60,253.90,0.00,DEFAULT_VEHTYPE,13.29,46.70,D2D3_0,0.00
126.00,87,98.40,120.53,180.00,DEFAULT_VEHTYPE,14.07,72.27,B2B1_0,0.00
126.00,88,91.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,A2B2_0,0.00
126.00,89,254.63,98.40,90.00,DEFAULT_VEHTYPE,13.71,47.43,C1D1_0,0.00
126.00,9,3.74,1.60,270.00,DEFAULT_VEHTYPE,4.43,89.06,B0A0_0,0.00
126.00,90,298.40,228.36,180.00,DEFAULT_VEHTYPE,0.00,64.44,D3D2_0,0.00
126.00,91,11.37,401.60,270.00,DEFAULT_VEHTYPE,11.87,81.43,B4A4_0,0.00
126.00,92,115.87,201.60,270.00,DEFAULT_VEHTYPE,0.65,76.93,C2B2_0,0.00
126.00,93,119.66,98.40,90.00,DEFAULT_VEHTYPE,6.78,12.46,B1C1_0,0.00
126.00,94,201.60,89.79,0.00,DEFAULT_VEHTYPE,8.16,82.59,C0C1_0,0.00
126.00,95,101.60,25.76,0.00,DEFAULT_VEHTYPE,10.41,18.56,B0B1_0,0.00
126.00,96,281.39,198.40,90.00,DEFAULT_VEHTYPE,6.72,74.19,C2D2_0,0.00
126.00,97,231.47,-1.60,90.00,DEFAULT_VEHTYPE,10.46,24.27,C0D0_0,0.00
126.00,98,198.40,267.58,180.00,DEFAULT_VEHTYPE,15.31,25.22,C3C2_0,0.00
126.00,99,398.40,51.63,180.00,DEFAULT_VEHTYPE,14.95,41.17,E1E0_0,0.00
127.00,14,288.83,398.40,90.00,DEFAULT_VEHTYPE,13.17,81.63,C4D4_0,0.00
127.00,15,301.60,221.13,0.00,DEFAULT_VEHTYPE,7.29,13.93,D2D3_0,0.00
127.00,24,223.20,301.60,270.00,DEFAULT_VEHTYPE,0.00,69.60,D3C3_0,0.00
127.00,26,184.30,298.40,90.00,DEFAULT_VEHTYPE,0.00,77.10,B3C3_0,0.00
127.00,31,298.40,205.43,180.00,DEFAULT_VEHTYPE,4.23,1.77,:D2_1_0,0.00
127.00,33,-1.60,14.68,180.00,DEFAULT_VEHTYPE,15.81,78.12,A1A0_0,0.00
127.00,35,315.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,77.10,E3D3_0,0.00
127.00,36,98.40,226.25,180.00,DEFAULT_VEHTYPE,12.27,66.55,B3B2_0,0.00
127.00,40,108.20,201.60,270.00,DEFAULT_VEHTYPE,0.00,84.60,C2B2_0,0.00
127.00,47,139.32,398.40,90.00,DEFAULT_VEHTYPE,11.60,32.12,B4C4_0,0.00
127.00,49,298.40,218.06,180.00,DEFAULT_VEHTYPE,2.05,74.74,D3D2_0,0.00
127.00,50,191.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B2C2_0,0.00
127.00,51,230.70,301.60,270.00,DEFAULT_VEHTYPE,0.00,62.10,D3C3_0,0.00
127.00,54,291.80,298.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,C3D3_0,0.00
127.00,55,58.35,201.60,270.00,DEFAULT_VEHTYPE,11.93,34.45,B2A2_0,0.00
127.00,56,198.40,27.96,180.00,DEFAULT_VEHTYPE,12.27,64.84,C1C0_0,0.00
